geoid,total_pop,no_car
35009000100,5287,428
35009000201,4463,76
35009000202,4097,155
35009000301,6056,315
35009000303,3449,0
35009000304,5594,10
35009000400,4118,228
35009000500,2173,56
35009000601,1169,10
35009000602,3686,52
35009000603,3845,148
35009000900,2987,33
35011960100,1772,29
35013000102,3674,108
35013000103,5494,13
35013000104,4572,33
35013000201,6209,66
35013000202,5871,250
35013000300,3625,184
35013000401,2583,180
35013000402,4783,208
35013000500,2511,40
35013000600,2533,266
35013000700,5516,278
35013000800,3827,140
35013000900,6619,677
35013001000,3802,183
35013001102,3034,44
35013001103,4674,57
35013001104,5948,382
35013001201,12770,452
35013001203,4130,171
35013001204,3847,27
35013001205,4347,160
35013001303,8476,234
35013001304,7027,185
35013001305,4264,275
35013001306,9126,96
35013001307,7193,67
35013001400,4328,125
35013001500,6849,240
35013001600,3107,107
35013001701,6370,106
35013001702,1715,6
35013001703,3119,43
35013001705,2686,119
35013001706,4010,276
35013001707,5491,180
35013001801,5583,261
35013001802,5548,141
35013001804,6306,72
35013001805,3824,153
35013001806,4949,249
35013001900,1330,104
35015000100,1495,8
35015000200,4823,62
35015000300,5726,193
35015000401,3685,91
35015000402,4169,102
35015000500,3501,113
35015000600,4968,138
35015000700,5549,56
35015000800,1993,41
35015000900,4865,22
35015001000,5514,213
35015001100,6377,34
35017964100,2119,0
35017964200,2501,81
35017964300,7191,535
35017964400,4284,143
35017964500,2567,92
35017964600,2980,14
35017964700,5876,38
35017964800,2188,7
35019961600,4698,63
35021000100,943,11
35023970000,2164,58
35023970200,2800,219
35025000100,2037,158
35025000200,3542,88
35025000300,3518,298
35025000400,3e3,67
35025000502,6336,180
35025000503,3869,0
35025000504,3145,95
35025000600,6481,151
35025000701,1176,0
35025000702,3985,60
35025000703,2268,0
35025000704,2456,57
35025000800,3119,139
35025000900,1939,34
35025001003,3988,437
35025001004,3150,28
35025001005,3888,190
35025001100,4606,49
35027960200,2153,65
35027960300,3256,39
35027960400,6318,122
35027960600,6438,27
35027960800,2337,7
35028000100,4154,15
35028000200,4943,64
35028000400,3086,71
35028000500,5908,88
35029000100,5758,286
35029000200,4126,108
35029000300,2859,143
35029000400,5586,155
35029000500,4638,44
35029000600,2285,159
35031940300,9527,275
35031940500,1349,44
35031943500,3727,221
35031943600,4458,350
35031943700,3580,259
35031943800,6470,528
35031943901,4596,331
35031943902,4522,214
35031944000,2076,145
35031945200,5540,209
35031945300,2922,232
35031945400,2391,219
35031945500,6271,166
35031945600,5877,175
35031945700,2507,227
35031946000,3673,290
35031973100,1177,71
35033955200,4923,135
35035000100,1506,96
35035000200,1791,92
35035000303,2074,60
35035000304,2912,32
35035000305,4041,91
35035000306,3193,19
35035000401,5603,167
35035000402,6784,48
35035000500,4598,165
35035000601,3736,82
35035000602,2344,12
35035000603,2587,10
35035000700,5778,63
35035000901,3278,33
35035000902,8532,192
35035940000,4025,648
35037958601,2898,165
35037958602,3031,201
35037958900,3073,67
35039000100,3451,79
35039000200,3349,30
35039000300,6921,338
35039000400,4437,176
35039000500,4274,171
35039940700,3381,131
35039940800,4569,127
35039941000,3394,152
35039944100,6419,206
35041000100,4403,220
35041000200,4222,206
35041000300,3833,92
35041000401,3676,4
35041000402,3238,0
35043010503,3520,134
35043010601,3992,43
35043010602,4164,56
35043010702,6093,193
35043010703,7839,185
35043010705,5933,52
35043010712,5433,351
35043010713,5066,41
35043010714,4588,71
35043010715,4e3,34
35043010716,5876,457
35043010717,9174,140
35043010718,4282,0
35043010719,3886,24
35043010720,5435,6
35043010721,4377,25
35043010722,3596,15
35043010723,7360,0
35043010900,1955,50
35043011000,1699,20
35043011100,7535,67
35043011200,2879,121
35043940200,3412,198
35043940300,0,0
35043940500,4595,147
35043940600,1918,347
35043940700,3241,230
35043940900,2415,241
35045000100,5299,68
35045000201,3949,26
35045000202,5173,81
35045000204,2403,98
35045000205,7497,334
35045000301,4811,126
35045000302,3311,23
35045000401,4758,111
35045000402,3265,191
35045000503,3111,0
35045000504,1681,0
35045000505,6154,155
35045000607,2710,0
35045000608,5882,54
35045000609,1361,50
35045000610,3861,18
35045000611,3443,0
35045000612,2384,17
35045000613,4705,124
35045000702,1107,0
35045000705,3514,35
35045000706,3265,0
35045000707,4136,277
35045000708,4255,118
35045000900,2113,25
35045942801,2887,93
35045942802,7765,454
35045942803,2392,172
35045942900,5105,421
35045943000,4558,165
35045943100,2325,173
35045943201,5818,285
35045943300,2519,53
35047957200,4141,278
35047957300,3746,194
35047957400,4698,99
35047957500,4231,115
35047957600,5977,216
35047957700,2467,10
35047957800,4061,63
35049000101,4268,16
35049000200,4069,31
35049000300,1891,263
35049000400,359,57
35049000500,2222,113
35049000600,2021,59
35049000700,1992,139
35049000800,3144,125
35049000900,3513,96
35049001001,2048,292
35049001002,3023,403
35049001102,2896,145
35049001103,2075,105
35049001105,2635,106
35049001106,2442,177
35049001107,5042,81
35049001202,5393,265
35049001203,2577,18
35049001204,5953,48
35049001205,5081,0
35049001301,1766,0
35049001302,2913,174
35049001303,6119,173
35049001304,913,0
35049010102,4244,184
35049010203,1031,31
35049010204,2149,9
35049010304,3451,26
35049010308,2297,8
35049010309,1324,85
35049010310,1391,0
35049010311,3627,26
35049010312,4825,0
35049010314,1630,16
35049010315,2528,45
35049010316,1442,15
35049010400,3326,71
35049010500,1515,0
35049010601,3312,80
35049010602,2922,37
35049010603,2515,0
35049010700,5476,0
35049010800,2876,30
35049010900,2455,40
35049940300,1669,25
35049940400,1432,20
35049940500,1829,20
35049940600,3251,51
35049940900,3281,78
35049980000,1549,0
35051962200,3480,171
35051962300,3684,200
35051962401,1807,5
35051962402,2967,63
35053940000,1494,102
35053978100,4536,0
35053978200,1508,78
35053978301,2913,234
35053978302,3606,71
35053978303,3907,77
35055940000,1980,82
35055940100,7905,272
35055952100,6518,12
35055952300,2449,90
35055952600,6905,478
35055952700,6817,92
35057963201,4501,40
35057963202,3282,68
35057963600,7069,153
35057963700,1615,110
35059950200,4388,74
35061940300,899,25
35061970101,5867,60
35061970102,7112,309
35061970200,3835,48
35061970301,6387,191
35061970302,2492,1
35061970303,6808,131
35061970401,5709,131
35061970404,5748,406
35061970405,1112,30
35061970700,5842,204
35061970800,5160,44
35061970901,4625,562
35061970902,2275,28
35061971000,4743,65
35061971100,1524,0
35061971300,1856,0
35061971400,2560,71
36001000100,2308,443
36001000200,5506,2369
36001000300,6471,1620
36001000401,2211,207
36001000403,4672,447
36001000404,5129,0
36001000501,3247,875
36001000502,3914,351
36001000600,3694,1185
36001000700,4237,1294
36001000800,2236,771
36001001100,1454,506
36001001400,3742,607
36001001500,4198,588
36001001600,3851,485
36001001700,4070,477
36001001801,6749,271
36001001802,4151,333
36001001901,2709,68
36001001902,2772,103
36001002000,5247,666
36001002100,2877,601
36001002200,2398,857
36001002300,1936,451
36001002500,2394,1169
36001002600,5778,901
36001012700,2580,364
36001012800,3574,585
36001012900,3015,613
36001013000,6947,335
36001013100,2565,174
36001013200,3857,770
36001013300,4189,254
36001013400,2267,278
36001013503,4003,97
36001013505,2662,25
36001013506,6290,160
36001013507,3419,149
36001013508,6601,205
36001013601,8595,258
36001013602,4099,175
36001013703,3486,82
36001013705,6517,99
36001013706,2188,45
36001013707,5911,111
36001013801,7034,397
36001013802,4319,46
36001013901,2580,76
36001013902,5259,144
36001014001,4155,317
36001014002,4414,185
36001014100,5115,77
36001014201,5886,79
36001014202,5866,105
36001014203,5675,145
36001014301,2980,163
36001014302,7865,192
36001014401,4280,162
36001014402,3316,173
36001014501,2422,17
36001014502,3453,93
36001014503,2795,9
36001014606,3692,13
36001014607,8572,269
36001014608,4017,40
36001014609,4612,121
36001014611,1748,62
36001014612,1618,43
36001014613,2676,49
36001014614,5740,141
36001014615,2472,82
36001014700,2682,93
36001014801,2808,109
36001014802,1873,12
36001014803,3392,45
36003940200,0,0
36003950100,2617,128
36003950300,4994,368
36003950400,3422,211
36003950500,4030,198
36003950600,3692,200
36003950700,4081,317
36003950800,6288,103
36003950900,4064,135
36003951000,3338,178
36003951100,3584,118
36003951200,5126,166
36003951300,3869,103
36005000100,11517,0
36005000200,4286,525
36005000400,4893,494
36005001600,5140,1742
36005001900,2142,952
36005002000,8802,4878
36005002300,5036,3144
36005002400,0,0
36005002500,4934,3334
36005002701,3063,2057
36005002702,4764,2912
36005002800,5755,1832
36005003100,1227,617
36005003300,3498,2337
36005003500,3729,2300
36005003700,201,161
36005003800,1694,401
36005003900,6952,3642
36005004001,1391,399
36005004100,6116,3936
36005004200,6973,3467
36005004300,4647,2654
36005004400,4401,2422
36005004600,1557,581
36005004800,3954,2527
36005005001,4729,2897
36005005002,5306,3566
36005005100,5361,3859
36005005200,1707,956
36005005300,3640,2530
36005005400,6323,2788
36005005600,2267,1056
36005005902,2397,1132
36005006000,1317,607
36005006100,3266,1777
36005006200,6578,4114
36005006300,5537,3876
36005006400,3722,1652
36005006500,5228,3433
36005006700,7535,4677
36005006800,2671,1137
36005006900,5582,3484
36005007000,4313,1383
36005007100,2221,972
36005007200,5777,2790
36005007300,3526,1967
36005007400,3773,988
36005007500,4277,2367
36005007600,5589,2189
36005007700,1748,735
36005007800,6102,2765
36005007900,5930,3472
36005008300,6159,3397
36005008400,2508,470
36005008500,5541,2526
36005008600,3835,2e3
36005008700,6294,3487
36005008900,3057,1750
36005009000,3747,1798
36005009200,5419,1567
36005009300,6667,3170
36005009600,2302,744
36005009800,5145,1187
36005011000,113,20
36005011502,4663,2933
36005011700,1336,1086
36005011800,4690,209
36005011900,5310,3463
36005012101,2775,1310
36005012102,1410,875
36005012300,3024,1663
36005012500,3180,1516
36005012701,2376,1344
36005012901,2952,1506
36005013000,1134,213
36005013100,4769,2452
36005013200,6135,850
36005013300,6370,3734
36005013500,3256,2068
36005013800,3182,385
36005014100,2247,1802
36005014300,565,397
36005014400,5184,2141
36005014500,5728,3083
36005014701,5544,3220
36005014702,5087,3871
36005014900,3768,2544
36005015100,5309,2697
36005015200,2136,667
36005015300,3779,1844
36005015500,3494,1985
36005015700,3102,1718
36005015800,1261,344
36005015900,2942,1219
36005016000,3572,227
36005016100,4253,3037
36005016200,1605,158
36005016300,416,0
36005016400,1040,193
36005016500,1219,1009
36005016600,2416,203
36005016700,1910,1218
36005016900,2174,767
36005017100,0,0
36005017300,5437,3311
36005017500,6529,4187
36005017701,3867,2219
36005017702,4269,2705
36005017901,5244,3374
36005017902,3476,1904
36005018101,3088,1480
36005018102,5364,3006
36005018301,4276,2929
36005018302,3638,2317
36005018400,3828,616
36005018500,6033,3401
36005018900,8051,3840
36005019300,5311,3390
36005019400,1842,734
36005019500,6680,3616
36005019700,8092,4780
36005019900,7958,4901
36005020000,4836,1917
36005020100,4051,2347
36005020200,2029,776
36005020400,2916,1015
36005020501,6995,3327
36005020502,1988,685
36005020601,2957,1041
36005020900,4199,2606
36005021001,8575,4306
36005021002,7148,3755
36005021100,4700,2639
36005021200,5721,2540
36005021301,1331,770
36005021302,5104,2784
36005021501,3283,1683
36005021502,6e3,3357
36005021601,3684,2113
36005021602,5636,3427
36005021700,5663,2807
36005021800,6158,2332
36005021900,1346,670
36005022000,1081,794
36005022101,3731,2140
36005022102,5854,3436
36005022200,2894,1613
36005022300,5618,3472
36005022401,2704,1512
36005022403,3302,2047
36005022404,4360,2213
36005022500,8574,4140
36005022701,5293,2945
36005022702,1662,986
36005022703,1504,724
36005022800,6204,2666
36005022901,5619,3057
36005022902,3222,1794
36005023000,2979,1097
36005023100,1227,702
36005023200,2512,704
36005023301,4397,2530
36005023302,2839,1830
36005023501,3590,2307
36005023502,4682,2808
36005023600,1760,381
36005023702,1105,725
36005023703,5717,2808
36005023704,3865,2265
36005023800,2380,967
36005023900,7639,5112
36005024000,4162,1682
36005024100,5818,3547
36005024300,5541,3209
36005024400,2256,331
36005024501,5092,3234
36005024502,4375,2430
36005024600,2047,349
36005024700,2199,1150
36005024800,3656,747
36005024900,0,0
36005025000,2487,690
36005025100,7658,3728
36005025200,2565,569
36005025300,5913,3733
36005025400,1707,281
36005025500,6828,3467
36005025600,1542,326
36005025700,2034,880
36005026100,3589,1677
36005026300,6616,3617
36005026400,5694,1092
36005026500,6847,3920
36005026601,3148,657
36005026602,4824,1888
36005026701,4008,2386
36005026702,6442,4063
36005026900,3496,1697
36005027300,7891,4231
36005027401,4708,576
36005027402,3298,522
36005027600,0,0
36005027700,5312,2593
36005027900,7688,2894
36005028100,4106,1130
36005028300,2708,1819
36005028400,831,0
36005028500,3013,1581
36005028600,1219,246
36005028700,3409,987
36005028800,3319,459
36005028900,4743,2530
36005029301,1725,193
36005029302,4971,964
36005029500,4139,1072
36005029600,2537,544
36005029700,3358,490
36005030000,5819,1310
36005030100,1203,162
36005030200,10362,2612
36005030701,5646,842
36005030900,3273,549
36005031000,4978,104
36005031200,1720,309
36005031400,2077,85
36005031600,2284,308
36005031800,2314,30
36005031900,1395,0
36005032300,5112,945
36005032400,3018,1614
36005032600,3332,298
36005032800,3937,1226
36005033000,5563,2182
36005033201,3181,1214
36005033202,3665,1586
36005033400,889,481
36005033500,2041,280
36005033600,6026,3308
36005033700,2559,213
36005033800,3749,1381
36005034000,4426,1720
36005034200,1714,417
36005034300,1751,434
36005034400,1597,238
36005034500,3665,557
36005034800,6464,2301
36005035000,1759,313
36005035100,3198,513
36005035600,2194,628
36005035800,8030,1787
36005035900,1671,1146
36005036000,3137,576
36005036100,5313,3376
36005036300,7815,4558
36005036400,2992,673
36005036501,3960,2011
36005036502,2129,1198
36005036700,2078,1130
36005036800,1905,511
36005036901,2226,1466
36005036902,2169,997
36005037000,2448,534
36005037100,3858,2133
36005037200,2410,860
36005037300,4609,2711
36005037400,2886,1780
36005037504,4193,2016
36005037600,2602,1017
36005037800,2698,1081
36005037900,5553,2773
36005038000,3991,1810
36005038100,6222,3840
36005038200,2746,880
36005038301,5028,2966
36005038302,5303,3524
36005038500,4521,2467
36005038600,7567,2772
36005038700,3240,1777
36005038800,2752,798
36005038900,4687,2983
36005039000,2661,778
36005039100,7129,4098
36005039200,1761,653
36005039300,7904,5670
36005039400,4431,1921
36005039500,3295,1691
36005039600,3820,1277
36005039700,3697,767
36005039800,3202,838
36005039901,4958,3745
36005039902,4932,3264
36005040100,5288,3049
36005040302,3826,2799
36005040303,4197,2655
36005040304,3246,1880
36005040400,3388,1043
36005040501,3217,1985
36005040502,5928,3992
36005040600,3185,1338
36005040701,3692,1925
36005040702,5908,2719
36005040800,4126,1837
36005040900,3702,1322
36005041100,2464,1454
36005041300,7708,3566
36005041400,5043,1518
36005041500,5190,2712
36005041800,3873,1343
36005041900,6146,3500
36005042000,3592,1327
36005042100,5899,3364
36005042200,3176,1507
36005042300,3733,1572
36005042400,3069,529
36005042500,6933,3242
36005042600,8117,1206
36005042800,2173,207
36005042901,2969,1926
36005042902,3587,1882
36005043000,3216,781
36005043100,10174,5703
36005043400,3927,1506
36005043500,77,60
36005043600,2099,459
36005044200,3779,1189
36005044400,4225,885
36005044800,2323,243
36005044901,1953,458
36005044902,1867,452
36005045101,1517,598
36005045102,1933,263
36005045600,3063,943
36005045800,7651,4279
36005046000,2810,874
36005046201,25199,8411
36005046202,7217,1802
36005048400,3346,648
36005050400,0,0
36005051600,4204,426
36007000100,2788,420
36007000200,3450,483
36007000300,3320,488
36007000400,2456,478
36007000500,1822,491
36007000600,2285,384
36007000700,3910,261
36007000900,1673,235
36007001100,1493,578
36007001200,873,511
36007001300,3e3,971
36007001400,3862,425
36007001500,4953,204
36007001600,2638,268
36007001700,4402,733
36007001800,4466,978
36007010200,5390,120
36007011901,2954,154
36007011902,2727,9
36007011903,2742,87
36007012000,1630,23
36007012101,3708,132
36007012102,4090,56
36007012103,3479,217
36007012201,2641,65
36007012202,4074,153
36007012300,5257,204
36007012400,2475,341
36007012500,6304,42
36007012600,5822,87
36007012701,5528,163
36007012702,4941,116
36007012800,5317,189
36007012900,1034,62
36007013000,4410,139
36007013100,2728,341
36007013201,2009,63
36007013202,3460,383
36007013301,4736,252
36007013303,2909,31
36007013304,6459,30
36007013400,4068,357
36007013500,1910,415
36007013600,3746,467
36007013700,3596,286
36007013800,3478,279
36007013900,2420,739
36007014000,3161,434
36007014100,3014,268
36007014200,3173,156
36007014301,5321,112
36007014302,9570,0
36007014400,4573,60
36007014500,3375,213
36007014600,5184,36
36009940000,345,13
36009940200,0,0
36009940300,6691,522
36009960100,3785,68
36009960200,4841,135
36009960300,4725,122
36009960400,4776,81
36009960500,5246,875
36009960600,3425,153
36009960702,2892,144
36009960800,4336,323
36009961000,4117,25
36009961100,3937,129
36009961200,3803,125
36009961300,5552,144
36009961400,4997,243
36009961500,2268,116
36009961600,4277,175
36009961700,3428,555
36009961800,4605,479
36009962200,2730,178
36011040100,5380,196
36011040200,5552,153
36011040300,3693,136
36011040400,4522,73
36011040500,2781,29
36011040600,3531,30
36011040700,3789,103
36011040800,4681,203
36011040900,3734,129
36011041000,5393,61
36011041100,4489,100
36011041200,5023,78
36011041300,4068,600
36011041400,4414,637
36011041500,3021,371
36011041600,2809,71
36011041700,4161,196
36011041800,4243,863
36011042100,5147,674
36011990200,0,0
36013030100,3854,837
36013030200,4158,549
36013030300,2151,495
36013030400,4577,494
36013030500,3371,1052
36013030600,3987,880
36013030700,4749,931
36013030800,4339,278
36013035100,4753,141
36013035300,2648,44
36013035400,3041,773
36013035500,3009,462
36013035600,3262,169
36013035700,3298,560
36013035800,3708,255
36013035901,5142,256
36013035902,2850,23
36013036000,4767,81
36013036100,5182,140
36013036300,4925,267
36013036401,3058,62
36013036402,3497,166
36013036500,4938,151
36013036600,3046,59
36013036700,4449,746
36013036800,4423,112
36013036901,2908,88
36013036902,3758,54
36013037000,3543,50
36013037100,3839,190
36013037200,3267,68
36013037300,5504,255
36013037400,3805,95
36013037500,5004,85
36013037600,2453,31
36013990000,0,0
36015000100,2783,411
36015000200,2494,549
36015000300,1474,0
36015000400,2057,41
36015000500,3220,327
36015000600,4634,558
36015000700,2671,658
36015000900,3697,229
36015001000,3029,657
36015001100,3295,599
36015010100,3091,80
36015010200,5880,76
36015010300,7597,132
36015010400,3536,93
36015010500,2906,219
36015010600,3093,205
36015010700,7340,26
36015010800,3839,268
36015010900,4937,359
36015011000,4224,156
36015011100,7573,669
36015011200,5338,46
36017970100,6074,168
36017970200,4665,54
36017970300,3849,346
36017970400,3454,405
36017970500,5623,79
36017970601,4342,111
36017970602,4066,74
36017970700,2340,43
36017970801,3964,42
36017970802,3690,209
36017970900,5348,299
36017971000,3630,70
36019100100,5805,194
36019100200,4296,96
36019100300,6539,233
36019100400,7517,207
36019100600,5550,197
36019100700,3924,98
36019100800,4550,404
36019100900,4832,539
36019101000,4211,82
36019101100,3267,0
36019101300,3083,557
36019101400,1542,266
36019101600,1507,136
36019101700,5208,301
36019101800,5566,181
36019101900,6940,197
36019102000,3141,150
36019102100,1863,150
36019102200,3039,649
36021000100,2487,23
36021000200,2369,16
36021000300,4152,97
36021000401,2271,42
36021000402,6211,92
36021000500,2020,17
36021000600,2833,0
36021000700,5398,120
36021000800,1293,15
36021000900,1924,27
36021001000,6093,143
36021001100,4178,337
36021001200,3534,845
36021001300,3344,290
36021001400,3617,16
36021001500,977,52
36021001600,3571,102
36021001700,1437,33
36021001800,1824,20
36021001900,1950,31
36021002000,1758,73
36023970100,4081,37
36023970200,5888,126
36023970300,3269,131
36023970400,2827,115
36023970500,3780,583
36023970600,2891,812
36023970700,4533,227
36023970800,3004,9
36023970900,5049,508
36023971000,5619,152
36023971100,4583,152
36023971200,3928,92
36025970100,4526,210
36025970200,3304,45
36025970300,2369,64
36025970400,5864,466
36025970500,4562,196
36025970600,5603,269
36025970700,2173,85
36025970800,4520,329
36025970900,553,0
36025971000,2855,99
36025971100,2493,78
36025971200,3806,148
36025971300,2310,84
36025971400,3282,110
36027010000,4404,258
36027020003,4488,26
36027020004,2609,101
36027020005,5218,23
36027030000,4286,9
36027040001,4873,93
36027040003,3843,58
36027050102,3446,64
36027050103,5389,18
36027050104,6658,11
36027050203,4698,118
36027050204,3183,45
36027050205,5212,69
36027060100,4272,130
36027060201,3155,132
36027060202,3743,178
36027060301,4639,12
36027060302,2058,28
36027060400,2077,209
36027070101,4217,160
36027070102,3788,59
36027070201,3005,98
36027070301,6424,78
36027070401,4167,77
36027080103,4382,58
36027080104,4109,28
36027080201,4525,44
36027080202,2672,0
36027090000,2534,83
36027100000,3029,66
36027110003,3911,40
36027110004,2066,71
36027110005,2369,82
36027120000,2347,55
36027130003,5131,32
36027130004,1687,0
36027130005,2807,42
36027140101,6361,148
36027140200,6414,237
36027140300,6098,261
36027140400,5200,71
36027140500,2816,131
36027140602,2880,37
36027140700,6217,201
36027140801,2392,70
36027150003,3644,51
36027150004,3212,9
36027150005,2494,14
36027150006,1875,168
36027160003,2604,107
36027160004,2299,20
36027160005,2749,88
36027170000,3793,0
36027180001,4834,82
36027190101,4063,72
36027190102,1980,391
36027190203,2578,43
36027190204,5117,13
36027190301,3293,107
36027190401,2256,15
36027190402,3286,22
36027200001,3134,140
36027200002,1634,135
36027210101,5295,374
36027210201,4708,487
36027210301,4620,19
36027220100,3997,1366
36027220201,3276,491
36027220300,5572,1408
36027220700,2699,841
36027220801,4398,1006
36027220901,4546,244
36027221001,4505,22
36027221100,3448,1256
36027300000,5475,815
36027410000,4114,87
36027610000,2212,0
36027640001,684,0
36027640002,1959,0
36029000110,2733,569
36029000200,4137,1042
36029000500,2090,236
36029000600,5238,233
36029000700,3780,142
36029000800,5132,379
36029000900,2358,351
36029001000,6242,979
36029001100,2673,568
36029001402,3786,1764
36029001500,1321,588
36029001600,2129,1151
36029001700,2047,474
36029001900,3014,393
36029002300,3522,682
36029002400,3826,1198
36029002502,1765,714
36029002702,2712,999
36029002800,2490,898
36029002900,2725,699
36029003000,3001,632
36029003100,2721,916
36029003301,3863,1080
36029003302,3055,1075
36029003400,3065,833
36029003500,3320,1271
36029003600,2441,1081
36029003700,4412,1577
36029003800,3091,959
36029003901,873,262
36029004001,4134,1180
36029004100,4726,775
36029004200,3539,693
36029004300,5649,1469
36029004401,3924,757
36029004402,2915,1331
36029004500,5587,687
36029004601,3484,799
36029004602,1212,0
36029004700,7462,1341
36029004800,4044,207
36029004900,6084,934
36029005000,2552,653
36029005100,3996,351
36029005201,3138,141
36029005202,2968,376
36029005300,1292,170
36029005400,3885,194
36029005500,4110,1361
36029005600,3575,752
36029005700,3137,571
36029005801,3277,743
36029005802,4022,842
36029005900,3870,948
36029006100,4478,1625
36029006201,2471,0
36029006301,4841,583
36029006302,2602,84
36029006501,2797,350
36029006601,2914,760
36029006602,2105,380
36029006701,4102,793
36029006702,3285,1020
36029006800,3622,1153
36029006901,3533,1244
36029006902,3973,1249
36029007000,3510,904
36029007101,4257,1886
36029007102,2843,1469
36029007202,1276,125
36029007302,7871,25
36029007303,6908,219
36029007304,5195,42
36029007600,2964,98
36029007700,4806,174
36029007800,5072,210
36029007901,3151,109
36029007902,5886,154
36029007903,3493,168
36029007904,3045,107
36029007905,4771,90
36029008001,5697,158
36029008002,5523,372
36029008003,5364,314
36029008101,5899,349
36029008102,4648,82
36029008201,2268,103
36029008202,3712,378
36029008300,2886,790
36029008400,2203,293
36029008500,2559,281
36029008600,4604,331
36029008700,4625,500
36029008800,3757,151
36029008900,4182,87
36029009004,3546,75
36029009006,7547,252
36029009007,7978,30
36029009008,4656,389
36029009009,4865,176
36029009010,5462,239
36029009104,4135,34
36029009106,2992,33
36029009107,4509,416
36029009109,3056,285
36029009110,5164,0
36029009112,2848,484
36029009113,6857,0
36029009114,3785,77
36029009115,2945,182
36029009116,5156,186
36029009200,4589,264
36029009301,5383,1146
36029009302,2782,87
36029009401,5647,82
36029009402,4473,87
36029009501,5147,40
36029009502,7141,246
36029009600,6100,281
36029009701,3355,193
36029009702,4533,47
36029009800,1581,81
36029009900,3671,364
36029010001,2623,66
36029010002,4172,290
36029010003,4027,172
36029010101,4501,188
36029010102,3607,405
36029010103,4029,170
36029010201,3023,58
36029010202,3758,272
36029010300,1254,22
36029010400,1988,181
36029010500,2449,48
36029010600,2525,51
36029010700,2808,67
36029010803,2131,40
36029010804,3858,384
36029010805,5332,86
36029010807,5130,275
36029010808,4054,130
36029010809,3309,0
36029010901,2611,58
36029010902,4615,510
36029011000,1951,256
36029011100,2e3,142
36029011200,7139,192
36029011300,4735,122
36029011400,2284,491
36029011500,1512,120
36029011600,1867,35
36029011700,4196,113
36029011800,3546,43
36029012001,4035,160
36029012002,3356,127
36029012003,4935,112
36029012300,3107,289
36029012400,2071,174
36029012501,4362,494
36029012502,2020,150
36029012800,2568,267
36029012901,7095,373
36029012902,3645,191
36029013001,3123,160
36029013002,4933,272
36029013101,6401,161
36029013102,7845,111
36029013201,6001,168
36029013202,5064,52
36029013300,3439,260
36029013400,6473,204
36029013501,6856,83
36029013502,7153,56
36029013600,3048,96
36029013701,6214,281
36029013702,5411,109
36029013800,7661,113
36029013900,2323,66
36029014000,3779,126
36029014101,6046,25
36029014102,5184,94
36029014204,3361,236
36029014206,6839,225
36029014207,5258,124
36029014208,4834,0
36029014209,4267,139
36029014300,6134,97
36029014400,4315,182
36029014501,3579,192
36029014502,2406,286
36029014601,4893,38
36029014603,4578,55
36029014604,7401,132
36029014701,5170,49
36029014702,7693,182
36029014801,2617,155
36029014803,5901,202
36029014901,2602,120
36029014903,7548,138
36029014904,637,0
36029015001,5374,43
36029015002,2973,11
36029015003,3430,48
36029015101,3258,44
36029015102,2746,34
36029015201,3159,68
36029015202,4805,48
36029015301,5028,92
36029015302,2693,60
36029015401,2689,90
36029015402,5437,378
36029015501,2037,97
36029015503,2405,85
36029015504,3949,112
36029015600,2014,17
36029015700,3491,100
36029015800,4213,70
36029015900,4271,199
36029016100,2807,0
36029016200,2652,127
36029016300,2738,372
36029016400,3166,1248
36029016500,1152,229
36029016600,2859,1084
36029016700,2553,253
36029016800,3649,1307
36029016900,4022,413
36029017000,2925,644
36029017100,4195,1304
36029017200,2407,228
36029017300,7114,116
36029017400,4027,742
36029017501,1512,191
36029017502,2601,92
36029940000,1872,33
36029940100,19,16
36029990000,0,0
36031960100,2410,67
36031960200,2480,50
36031960300,2472,61
36031960498,2827,342
36031960598,6127,315
36031960700,1901,100
36031960800,1785,35
36031960900,3739,165
36031961000,4837,143
36031961100,2072,58
36031961200,5077,245
36031961300,2408,90
36031961400,1281,31
36033940000,3134,454
36033950100,4418,245
36033950200,4125,180
36033950300,6204,281
36033950400,4681,648
36033950501,3607,692
36033950502,6457,51
36033950600,1986,38
36033950700,2488,194
36033950800,2890,90
36033950900,3360,246
36033951000,2340,233
36033951100,3900,233
36033951200,2107,129
36035970100,2687,96
36035970200,2843,33
36035970300,3652,98
36035970400,1979,43
36035970500,4001,121
36035970600,7130,146
36035970700,3561,576
36035970800,2872,599
36035970900,3993,479
36035971000,2537,306
36035971100,2657,239
36035971200,4176,244
36035971300,4535,223
36035971400,3645,50
36035971500,5229,87
36037940100,530,24
36037950100,5489,108
36037950200,5924,105
36037950300,6093,103
36037950400,6619,134
36037950500,2889,348
36037950600,2207,178
36037950700,2532,233
36037950800,3427,169
36037950900,2447,54
36037951000,2084,369
36037951100,5080,56
36037951200,4915,278
36037951300,4078,104
36037951400,5638,16
36039080100,3383,45
36039080201,3701,154
36039080202,2720,53
36039080300,3027,100
36039080401,2753,192
36039080402,2190,29
36039080501,2324,67
36039080502,4340,209
36039080600,2945,123
36039080700,3037,92
36039080800,2991,0
36039080900,4105,171
36039081000,4647,477
36039081101,3717,33
36039081102,3530,122
36041950100,1226,6
36041950300,1327,20
36041950400,1421,41
36041950500,934,17
36043010100,6371,191
36043010201,3647,204
36043010202,3926,166
36043010300,5349,144
36043010400,3376,335
